HuGyms;P450;30;0;02:10
HuGyms;P879;26;4;03:31
HuGyms;P731;28;2;04:20
HuGyms;P111;22;8;04:18
HuGyms;P528;28;2;03:07
HuGyms;P153;26;4;02:49
HuGyms;P51;26;4;03:03
HuGyms;P937;26;4;04:04
HuGyms;P55;25;5;02:44
HuGyms;P173;27;3;02:20
